Priority,What looks wrong,Detail,Date,Accident Type,City / Place,Killed,Injured,Headline,Link
MEDIUM,no place identified despite a significant toll,,2026-06-30,roadway,Not identified,4,19,"Volvo collides with truck on Yamuna Expressway, 4 passengers killed and 19 injured - VIDEO - aajtak.in",https://news.google.com/rss/articles/CBMi0gFBVV95cUxQYkxmX3QzaVhURk5BTC1DM25Oa2xqcmlaMzh3VU1BZlg1S0sxRzNoWEhwanp0WmtRd1dVOF9aOGwzSnFNRko1REcyamhjSU9ESHZJVEpkNEFjcWVCVW1CQjJ1anhaelQ0blh1dVJFejk3b2hEODlabU84NnFQY2dhSVZCYTZ4YV95cl9oMUstb0k3QzZtUzQ4VjVaVlotUUVFSzJYQklKMUh2bmxPdHBPdmlFQ3FuQjRzaFdwU0hCeGFMVlhVd2szUE5FYjRjRXlVVmfSAdcBQVVfeXFMTkcyMFZTQ1JzZElCcUJQdjcya3lrTU9WOTVRVjJlS3YyNzl4ZVp0MXFFNW9EUGFtS0h6Q29NcDhqRDFtdWNGb0h6VEdCYVhmZ0pPXzZ0cFNEM21RR2xaV3RoREQ0T0YzTUpLRjZMelhvckluZ2lJdjZscldOdkszZXhLbXhLYzFhRWtPSmNSZW0wSkxnQVJuNExzTGEzU0JhOWktR0tyT3F1clhiOXRabHg0bkhqV1ZyUkJubVNmVEZYdll5dHliekVpTWdMVzMwdk83N1p1TVE?oc=5
MEDIUM,reports disagree on the casualty count,killed reported as 2/3; injured reported as 17/33,2026-06-30,roadway,Not identified,2,17,"Three killed, 33 injured in bus-truck collision on Delhi-Mu… - GujaratSamachar English",https://news.google.com/rss/articles/CBMi4gFBVV95cUxQSE16bTh0S08tZ2NtV1BDNTZNU0FXc0sydk1fUjdOQ0p1alloZnVvUzluNmkxbnNZbUhnSFRrNjk1dWh0dmJvQWtWNzZDSXo2aW1USWtkeVBlVHVBR3BkS1ItU0FPRmE3RWU0Y2phR2RqZ3hoLU5uQ3JEZzRNc1FhYXJtc2FlNUFpdmREeFJ0cU1ESW9wbEQ3ZWxZU09wZ1hicmhueUl6djM4c0JaVHdzWVVQY2NNTlo3TUhONXhnYWMtTGlJX29tMUFETW5hMGYyVllzUVdUQUlLSS00cFgzcXJn?oc=5
MEDIUM,no place identified despite a significant toll,,2026-07-01,roadway,Not identified,7,22,"7 Killed, 22 Injured As Bus Crashes, Catches Fire On Delhi-Mumbai Expressway - NDTV",https://news.google.com/rss/articles/CBMi6wFBVV95cUxPVm9sYWNQZkN0ZzdNNjlBOUdVVEowZ0ZLMFVJYmxKX3pQaktYSW1sWWdLUVdGRjJ6SVBIT1BxdzVsNVpON2VPODdSdERZT09CYnRrNDVxVmRZMU9VMHF6Wml5c1dtbGRSWnNTeDRuUmVwclpkU2l2TVdfLUxHMGhBYm1pV2J4TktNcTZKSlh6MklNdzVqRVBfNFJudG1FS3pTT3lkYlJ4R0JQb2ZVRV9ZRVRNalJlbkR5aVE1TEdRYzktZDZmVVdpSlRTZmtqUGoydFVVclByZkVrYkRvdmIxbC0wVWZZOFdoUzM40gHzAUFVX3lxTE00VW9DUXJXdjhXdG93TlE2MWJoZUgwLUk0b1hyOXhpeVlPUUVtZjRMVDU4UmdsOXl1eHhPNjNOZ2Z4YjQ4LVRxSXFxWG1oT3Z6UTRRNWNEemlsLU1lbkszS3ZMbXV5TjYzOWV2amxQV2tiR2c2N0szeFNrdFhVM2I4N0pPX0h3RHRZRU1ma3lTZllEY25xMVJrbDZrTThVRHdndnE1UDBvWm51M2NHOVc4SjVwZjNOTFo2UjZraE1WdVQ5dHVSNTFUZmdOb2V5QlZVQU1mUlVDOFFFOHNPaF81UmVKM3hxbEtfVENKV1pHdWdPZw?oc=5
MEDIUM,no place identified despite a significant toll,,2026-07-01,roadway,Not identified,3,,3 Charred To Death As 2 Trucks Catch Fire After Collision In Andhra - NDTV,https://news.google.com/rss/articles/CBMitwFBVV95cUxQOVM1eUp4dUNBNENaTHZqNVdZMS1iNmxIQ1ptZnduUXdDeFRzaVVJRG1UM19FdkR0SWk1MVR1ZjdxR0l4OGVja0c3XzY3UVo1TmtHSnpBWjNGQnBmQ1BOblhFTFJKVmZJWHVyNVRLZlZmVFhGWlBMd2xIemJaa0hZVHd3Vm1BRjFma0cxamR3VksyMDZ5OVM2WDFNT05rd3pSLW1RRTk1NUlYVEIzeE0xdzV6b05NNUHSAb8BQVVfeXFMTTh3dzJXVjhUTnh4R1Z5cnplRlpVTUw1OFVFbkJEd1MwU3h0dUhhbEE4Q0ljcDllc0syNzNzQkJQWlVIQkdlN3k1TU96TjA3MVBqWXZMUFFnRGdxWnBBV0l1WmwxVFoybkMxdFhFWXgwU01DU0RtZWhRN0haVjFNUFZfY29pSXhuNGNOelpuSHVkMDhDaVNHajVXb0lQN3g4eTRVUnVkQVpyYkhsYTVVczhfSXhwZDIzd2VkOTFkYVU?oc=5
MEDIUM,reports disagree on the casualty count,killed reported as 7/8; injured reported as 22/29,2026-07-01,roadway,Rajasthan,7,22,"7 dead, 22 injured after bus crashes into truck and catches fire on Delhi-Mumbai expressway in Rajasthan - WION",https://news.google.com/rss/articles/CBMi5wFBVV95cUxPT0xNTFFCQkQ3MkNUTTEtNXZiYl9OUTduTUFsN2FtQjFJQ3FSM0ZneXpaaGhzYnl0SGc4UEI2aTR5NTJJb3M5V3hNU1RSLXA2UGJicXZzakFvRmwzWlk5bnBFcF9zb3VRZ0xUUkpSV1NZSzZyYnZlMmJqc3p5MXpYdlpNaGk3TVFCUHR6M0tmWEM4eXdPaHpDWDZJNFdDTXg1NGZtc2g4QTVoY1NiQmVfVFhUTTBnWVpVOFY2eXpkVmY5RGk3b0Q1ZFdwZzNxenViNFM0YzdzUHBsUXhqQ2NudGRrN1NZVVHSAewBQVVfeXFMTmU2dFVESDdZMWhRYjQ2T2M3YjJVTXhyX0o5a0lYcWRGeXQtRE43R3hGbUJOdFV4cjByN0IzMExvQWFFZVdMY2J2UjR1QlFRVzE4VEJ0bzdYZmt5SW1iTkRONnFQS3I1cGw1Nnl4ekRUR3hNRXFwc1dfa0w4UDBEWjRIX0cyMXdPSDMxdVN2NEpfUXgxUFNJbS02Y0dGTlRmOUg1T0hYMW4zUHBTLTFZR1dpYlhjVk42RjhmaGljRGF2UEdKNG1QY2dmN19Jd0tvdFR0YnBpbVo3Qm5KR2UyLUhsNDdFbTBHQ2VMbmE?oc=5
MEDIUM,no place identified despite a significant toll,,2026-07-01,roadway,Not identified,8,,"Bus collides with truck, at least eight dead - ETV Bharat",https://news.google.com/rss/articles/CBMi1AFBVV95cUxNTkVvMzNtSUlkS0JhQTZkNzNmTld1WXd3cDJqQ0otWmNFNWdfVVB4UVRIZF9mOVB4WjRBVnRBN21TcXNncFAyNkE1NGwwOU0wSlVuZE5HYXo1WlNJVGtLMGZJWHo2cjdYQmt6aTl6cGRXU2VxSHFEZFVHejA5TmVZWTZPUzVsSkZ2Y2w4bmxZRXJqMFFBcHZMS01rRlkzdHVQTmF5aEgzR19ZMmZwOUVBTHZkZ1F1T1V6N1lndC16NWRvWENmdHRlSWtZTWQ4cEtFMWQ0adIB2gFBVV95cUxQS2l2Y2c0UzJNSng5MnVHRmRKcXA4QkNxeURjdGxiUTQwb0hHQTJxb0hoZ2hpSFhPY2d2b1JUeVRRdU5fcGkyQUdmN0lWZU44dHZOT3ZfUWhRd1E5c0pqS0VsaExxZ2FBUm5WTXlva2VxdHEwckt3cVVhZDBiWVhFelBVLUt4T0tRR1lEZm1rZUFfNnlJdXdUVE9XaE1UX0djUnZwTFRCdVdJeXd6VnFBVFhmRVNjZ2RpWE93eFJZOVVWaDg2Uy1Cd25GN21vb0pRQnJvNW5ySHJidw?oc=5
MEDIUM,no place identified despite a significant toll,,2026-07-01,roadway,Not identified,8,,Bus collides with lorry on Delhi-Mumbai Expressway - 8 killed - Daily Thanthi,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQYnc5aHFTT1VTd1daMmFUbjBpaHEyenpkWFhBdVhwSVhMU1ROMXF6b1VOdGhhY3RVbTV0RGZCX0s3eDhoY21wbTVIQnBFbXJ1cmhSOHNfRXplcGhTT1ExSGNJemlXTGlBZmpyVTI1VEdQTk9rOEtfTmFrMzM0ZjV3SVRXSkFDME1ZV09wTEtFR1YtbVNlUThiSnh4VU9RZkhvOTdocGllbjM4R2VRaFV3YlVtTzktaG14WldCS2pPMUXSAc4BQVVfeXFMUEx6SHpqZ0twM2tOMTJHcDFKYzNyUlA3ZURaSEg3ZGsxNHIxaDRHVlNhSlJsWGUtb2NaSEZFYmdxTVlZeGV3V0NtR0JORUc1WEl3Z3MyY09KcGRCaWt0OUUzczAyMzhSYWEzVmZBdjV3eFpiYjdQZWE0UWNORk1LT1JBRmkwd2FOUG1nTjhFOXVvUmdleHJ6bmtPQWtjN0NzRGZrbnlhdHo0Qk1PY0ptbDF2WHBGMk11WmJnNTByTGc1dTNxQ01iak05XzR3Ymc?oc=5
MEDIUM,no place identified despite a significant toll,,2026-07-01,roadway,Not identified,7,7,"Road Accidents on Expressways in India; 7 killed, at least 22 injured - Now TV",https://news.google.com/rss/articles/CBMiXkFVX3lxTE1NOUR2YjRaLTJiNHhRMXN6czRzSDNIZ2dnUFlFV1lFRy1ZQ0FORW5ocTlacE1HeGRtRGtEM20zMEJqN0h1RXhvUGpmUGJmQ3JfS1YtUXdPclVyVjVfRnc?oc=5
MEDIUM,reports disagree on the casualty count,killed reported as 1/6,2026-07-01,old structure collapse,Mumbai,1,,1 killed after portion of building balcony collapses in Mumbai amid heavy rain - India Today,https://news.google.com/rss/articles/CBMi2gFBVV95cUxPWnJoQ01DSENFeWhYa1dFMkswYm5WTlNvdDg3eGxPZG56N2hsOEQwRnNSRFNBNmg4OHpPd3Z2UG51SF9zclBIQjYwY0Nua0RMT0U1OFlrYUJVSXJzYTgzcDdvR0hUVHZzU1dNbEx1UGhkbXJRZ00wNGV1Yk45Q1dMUjlsbVRQSTRWNmdSUkFyVkN1MG44UGpmSkZqaHl1NHdaNF9ZeGt6OWsybTRySWhBRHJWTU9qbTBfOUM1V0tLNlNZOFNKcHpGWEQ0U0FaUFNwdGFoTFoxMldVZ9IB3wFBVV95cUxNOE44eWVYT0ZqVV9GUi0xSDl3MWZDb3BYRVFlVWlBazVCUUx6VVpwSVcyYk5hSVpQOER2T1Q4SWEzX0s5SUVMYVVhc1BGWUlPYW5GczlaNzNrSThhSGMwTTh4V3RpQkk3S2NMcGR4UGswRjdyUlFuMGswWFNocjBQRFZXNDhOUHhLZmd2WG83MzZYZkFCVGNPamZXWG9UM3B3cDE5SzRTVnExUGVkaWNwNHlEMTFJRzBNQUJJcVFaNE52bUY3QXdCeEc5MjlHdHdxSEtJZHVvd0E2VXZFUlNz?oc=5
MEDIUM,reports disagree on the casualty count,injured reported as 1/6,2026-07-04,construction ongoing,Bihar,,6,"Bihar Bridge Collapse: A part of the under-construction bridge collapsed, many injured; This bridge will connect Patna-Samastipur - Amar Ujala",https://news.google.com/rss/articles/CBMi0gFBVV95cUxQNk5Qd2pZNlBSS2hnYTdHRjRHMHc1bGUwNzVYckViZFV5RzYtM09uWUpKcjBldWtwNzZsb3VWdVJYQTVHUmZ1XzNja1o4V0Flc0t2dWxPVDBxampManVBM240UFpMeW9Ec2hveWw3VGZGdTBSTVRCX3B4LXZRWG5LY05PVDdBc0NsUElWb2JBdWFYZVI4QmN4MUlpMm9zblVwYVNveE5SWkZla1JEbWZGVmtuUkdTQVlScFBZQmdRQUxuMHdlTEdXZjVHbno2WnQ1Z1HSAdcBQVVfeXFMTkF4RDB4UC00d2VicHFxcWU3UmNqeFNVSVU1cFpYdVNYX1ZDLTY0cHk3bXFKZUdRWGZXOGRnZDRjbGRoQTJ5VVA2Z3FSSnRSb1BqSlByWFBIc2JUdVVDQzJ6bGNISGpOcDRHU05NU2FfbTRrc1VLUEpuYnZYdjB5V3h5ZUpsc0FvSW9TT2F2VURGQi1DRU94djFzeVRzcE9ma0lKaExTV2pnOFBtTkZ0RWZHSnRKSlNDVHAyZVJEUWtZMDZUcTdlZEZ5blEyQU92MWlWNVdqX2M?oc=5
MEDIUM,reports disagree on the casualty count,injured reported as 1/4,2026-07-05,old structure collapse,Mumbai,6,1,6 killed in building collapse in Mumbai; One injured - Daily Thanthi,https://news.google.com/rss/articles/CBMikAFBVV95cUxQcHFhM1J4QVJqTWZIYkE4cGx0V0xtMGxHWmw5NXhXQ1J0b2wxb1IwaUFydmVYbGxUblh3dFBWbHA1NFRpZUdPbUpacGJ3RmIyZ0ttbXdweXo2Y2xwRkRxSm1oUFNYYjNkWkM4R1U2V3Fham5ZSkE1RFN4VGp1T1dyZFBqcExDbnNHOTN6RjJoQkzSAZ4BQVVfeXFMUFNBWXowb0t4MW1uN1Qwdlk3MmFSUXJpa2hWYS1JeUxxX0NvQlRCeTZKUzRweFhZd1pwYm0weExoei1vNEpsMGpXa3hYRThQWXdObVBmaFZOdkdBVy1neWtINk92R3BFNG1ZazV6a2ZOQkRtaWZGZ25rRGJPdjNJYmcxQ0xZZi03RGkwdmliVVhSay0yUUY5QnB0MENld1E?oc=5
MEDIUM,no place identified despite a significant toll,,2026-07-06,others,Not identified,6,,Marathi: Apartment collapse accident - 6 killed - Daily Thanthi,https://news.google.com/rss/articles/CBMipAFBVV95cUxPQmtuaHgtb3VSZE9TcGd2bDZJS1hRcmlMZ3FqSklnVFEwdTFrTDdYYkZ2NmVfaHp5cV9Bd1VxeTJQYXNScE5SNXhBWUN3U3NwR1RpNkRIRkhwQ1ZkdDRCeWJYT2V5WGFfV3daUWV2YWd1QTFPNTNiX0Vsai1lLXZqclJLTEtGMDNqYUVaNTVEazJOOUx0OEhmS0phSWllTHJ2ejNyMtIBsgFBVV95cUxNSDdpV0Jncmx3bThBekx2eWlpTDVCN0gwSmxYYXZPZHFNOHp1U1BNS1dmaUQ1Vno5OGdpRTliZ28xQ3FCQnExWlBDMElwaUFOajFwVjVCTC1RSW5NekJ1V0NWYVJ0NTNCaEtlZTVoMVllUWFDaURzS3JPdldYenR5aXo1LWhILURyNkNvV3d5cWx3Z3dRVkEwYUFianRod2ZfVkpCUnpjVWtkbk9xem5UX29R?oc=5
MEDIUM,reports disagree on the casualty count,killed reported as 5/9/10,2026-07-06,old structure collapse,Mumbai,10,3,"10 killed as building collapses near Mumbai, rescue ops underway, more feared trapped | India News - Hindustan Times",https://news.google.com/rss/articles/CBMigwJBVV95cUxPNlY3Zjd2VmZvV3VXbF9EUFJhYlFuemFIV19qdThfZ1dlNnhxQ2tVOXlSRmhIX1VFZ1RnVUdMTWlMZU1jblYxT3p3V2l4NHRFZ2Q2blBVUkJENy1vUFBMNnFubXdWSGpiN3Vib3JPQ05ZWGtTdzRIOUNoZXFCSXdQZmdhYjJmV1oySzJBaEtHdTg3cW9JNEFGX3FtQ19Sb1FMTDJyZkdhMU9mZjRGSTJFaDF5ZkhBdDE3eDBpcjZmN3R6UnhHdmdrNXpiVFB5NzJIOU5fSjhXLU5fZzNTeW05RTZmby01NWJmRG9VQmU3LUpwRktBUFRnUGhVclJIWHlQd2Iw0gGIAkFVX3lxTE5qbzJ6WlloRVE4X2haNVVOeGJSekVqMzAzam5IVHZ3eDdhc0RtTEpJMS1xcnBXQnZJN3lrbkIwLXNtcTBYcjNvNFI5YTdxZlg5TmxxM1pnWGpoTUQ3U0JVWll4S0tzcnM5dENMYXlMVDNROG44NlhNRlhOX0hsMEZkOHZWWHU5ZXBLamt5NEhkd205M1Y1Yy1tWGtKNkh0Vm0yd2M2cVFSODFYeWhja3A1WU1VZjZsOEYtbngyejF1aWhsdHZWcXBWQVpSRGpaSVNoUUU3V1g4Z1JIWUpQb2FDT1FlOGt6d1h6eGlhejNUbU96NTgwMWZENnBlX0dMZ0YybVVCQ2UwYw?oc=5
MEDIUM,reports disagree on the casualty count,killed reported as 1/2/5/8/9,2026-07-08,old structure collapse,Delhi,1,,Monsoon havoc: One dead in Delhi building collapse; several feared trapped after similar incident in Pune - Deccan Herald,https://news.google.com/rss/articles/CBMizAFBVV95cUxPdTY0YjFYMzVNVFhYNTZWSVF2clFLQWtrV2xGc0twaFJLc3dTUEZ5bFJ2bU95MFpzaURiQnJ4cThXYVNMaTlISTh3eWtFNzBSdGlFWFNEbGpLRnB0T0hWUnp5VHZnY3Q4WnlQZVB3N2JjRkFXZEdaNG9WVDI5MmNJSEJ4YUFNQ3U3WmRhZC1MVHlMRlFrRW5JNjhEYmVlZWUzOEwxLVVlUDBRWE82RkVjMEt4cVFsNXBkWThnYjJrYks3cUMtVzk5VFZVSU8?oc=5
MEDIUM,unusually high death toll,27 vs 95th percentile 9,2026-07-08,roadway,Not identified,27,,"Highway of 'Death': Sleeper bus crashes into parked truck, driver and helper killed, 27 passengers seriously injured - Amar Ujala",https://news.google.com/rss/articles/CBMi8AFBVV95cUxPZUUwc0hiclE3MFc3ZWhoQ1RPSUdNM2RoS0tCOVVXbGx6M1lsa1hkU3pxbmY2Q2VEMHVVMkxLS1hab05STGxOa2ZrOTF3dDF0Z0l6RVhtRk5DOEx3cVFKZElSc0N4MWtScHJfTmk1MlR0cmVfTkF5NlphQndqS1dVZy1FUkx1eXFNRTNqWE5UWmNvSkZFeHNCZkc1aHFGb1pCd2NBNTZBQ1pMN2pRRjJXaUQ4VzhNQk5kZ25tSmFpVlZKM3V5LXhYTmpkeDVTNGxQaDZMSE5UanhuWGM0SjZ0YWU4RFJGR0J1QWVfMzJJRFc?oc=5
MEDIUM,no place identified despite a significant toll,,2026-07-08,roadway,Not identified,27,,"Highway of 'Death': Sleeper bus crashes into parked truck, driver and helper killed, 27 passengers seriously injured - Amar Ujala",https://news.google.com/rss/articles/CBMi8AFBVV95cUxPZUUwc0hiclE3MFc3ZWhoQ1RPSUdNM2RoS0tCOVVXbGx6M1lsa1hkU3pxbmY2Q2VEMHVVMkxLS1hab05STGxOa2ZrOTF3dDF0Z0l6RVhtRk5DOEx3cVFKZElSc0N4MWtScHJfTmk1MlR0cmVfTkF5NlphQndqS1dVZy1FUkx1eXFNRTNqWE5UWmNvSkZFeHNCZkc1aHFGb1pCd2NBNTZBQ1pMN2pRRjJXaUQ4VzhNQk5kZ25tSmFpVlZKM3V5LXhYTmpkeDVTNGxQaDZMSE5UanhuWGM0SjZ0YWU4RFJGR0J1QWVfMzJJRFc?oc=5
MEDIUM,reports disagree on the casualty count,killed reported as 1/3,2026-07-08,old structure collapse,Rohini,3,1,"House collapses in Rohini: Multistorey building collapses in Rohini, one dead, noise coming from under the debris... - News18 Hindi",https://news.google.com/rss/articles/CBMivwFBVV95cUxOMDl6N3pfRzRPQVBHb1JuV3JabWNtWVJKX1ZRZFpJX0JuS29DMVJjcnF6TWJ2cERrYkdQbGJ0ZmwwUDh4bE5pYXJpWVB1bkVKWlBXUmZnYXdKVlVzMDB3Y3JxcjJTaTBsblVoeUJ2M1J1S1ZSQ1hHdUNXNkVpRWJudUJiX2ZEOFUzMHI1d0hQcmtVT01wYkRaSjFGNjh6MEMzODRqYjhjX2czb01nWVVWUkxRLWFYYWxoQXRjTlFuONIBxAFBVV95cUxNZnd3S0wxMUt5bmIydkhIS0ZLMXdJMW1nVGNrY19XbDNxRldKeDFKYkxjVzA2V1JtamNUT3BrbWVpTmpuSS1aanJXRFBhdVVTWi1lTTkxU2N4LTlDOVhVd3JoU3l6Y0cxcWFKQzJ1OEJHUC1FVnFYeEdQQUVvbk1Ca0RmSnh5UkZoSjBUYVFmU1c5LWxCRWlNeHlLa052SVVjSHNFVnZIRHhsdXozdnk5czdoTFJzaWQySWVOVlV0ckNqSGg0?oc=5
MEDIUM,reports disagree on the casualty count,killed reported as 3/4,2026-07-08,construction ongoing,Delhi,3,1,"Three Dead, One Injured As Under-Construction Building Collapses In Delhi's Rohini Amid Heavy Rains - News18",https://news.google.com/rss/articles/CBMi3gFBVV95cUxQV3RvMVlSdEJDQ2sybWJXdndrV29XWGhaTEQ5cFl0M1VOa0xZRTdwVlhaZkJIY0dSWjRsTjJHYTBVb05LNjlUdjRtQktfaUVEM0NHY3hvaTBsbEszYkJUY0pJeFM0M0V3ZWozaEd0aVVMa0hkVWQ3SVU4ZDRlS3hoRk5iVFdleHAwWk4zMzBPQW9Bbml6N0JiaklySDc0c3VXVG9ucmNIZnp2MDhEc3B0VGpzdkZDRklHNmYyc2pTdzJhYnpGNTRmSENjV19kUDZlMG1tcWQ5N3RBODJsNGfSAeMBQVVfeXFMUFFpd2VIemhnMjlhZTl5YVR3cGhjX0RWa2ZoS3lCZWVTakluVmZHUUZUODFLdlZvcDFOUC1HRmRQMXRzdHlSNUN2aFVyMFdGRWF4d0lKMFBfMk1kMEs2T1hUTjBVclphM3A1ak5FRWlSQWRhdGZJeEtkTmtRbFFBd0U5UUYtazZDT2VJcVl5OEwtV3NONHY4VmhsSGFpRk1za2gxdzdHc3NSYkloQ1lfZWZRWWNLUG54QzM3bU5fdnVPM21mQkJ5SmFLUFVxR3ZjMmVfN3pjWVVMMXRQRk9saS1RSEE?oc=5
MEDIUM,no place identified despite a significant toll,,2026-07-11,roadway,Not identified,4,,Kerala road accident: Four engineering graduates from Bengaluru killed as car crashes into tree - Gulf News,https://news.google.com/rss/articles/CBMi3AFBVV95cUxQcWxreTQzVU9YTUU2QmdDNHQtbGhCNHlKLXhHNWxkdTVqeHFma2tuTTVDQXJmS2VvZDNpd1lkS2g2U250RlNyWXZmODRjT2JpOEpqZDZodmZYVjFEbV9tUFFrSnFQTVFjX1cwa0YxRzdneWhZeVhNMl8yLUFxakd3MGdwclFqUkVWWkE1Uk9zTHN0M2FtTV83dHhvZ1JnTTBYVmcwbkx6TkgtcS1HVk9jRUl6WUhHc2tNUjZzemlZRXd1emFRUDgzYnFtcVFkalBRZ2FvSEVncTdqTFBX0gHyAUFVX3lxTE9pbEhDUjZTLXVHbWtoLTRKMnBRNVdJR1VhQmNTZmFGR0dEcF8yR1JUOU9yN3VTMExMXzA5VGZNbzNTRWFGTEhOWktULUoyR29oWmZzeks3U1Z0cEdDTDN4OGlqMEhwUzFLa1VjV0RJMXFYWHBTOEZaZFVTWXpUX0pVQzVZN3RCVXh1QXBJbVFuajFTZ0o5eXZ0NUhlU2pIdnJDY3ZCMHJwSGc1S3c5ZTZhaWJrSTJSejktR0xSWGdnYUFiVzJVOWtfdzlvRkNkZVV4bS1Cb0FnaGtNdUNsakdRVkVQZTlKdlN5V0x5V056MUR3?oc=5
MEDIUM,no place identified despite a significant toll,,2026-07-11,port maritime,Not identified,15,,Phu Quoc boat capsize: 15 feared dead as Indian tourists among missing - India Today,https://news.google.com/rss/articles/CBMi0AFBVV95cUxQcWtySWxrRVhHN1lhNDRlVmc5ajNTSHZDdWFBbXd3NVB3LUw5OUFmVUYyS2dWN1dGZmt4QmxpUHp3WTJGLWxsWXh2am9HRjZNUGVXMXFKSFBhNTJSQzdrdkFuYVVoQmVwdW5WN3QyVk9LSkZmMVAzY0ZRcURyT3VwYW95TWNIcjdKVnhHWnRiaGw0VFdaZkp6TFhLUnoxaEJ2TW9MRjZtaC1rcENYSDAyYlhucHd2VHRnd1I5QmdlQUNsMXdsY3VOdXA5a2hlZG450gHWAUFVX3lxTE9zUkppRGlHYWs5WUtOcVpSYWdGZlR6bnEtUTNTUkR2SmJjZGw2NVJpUEo2ZWhiUUkzVHJJVTdpTFVUak1MWmdTdVhfS3JBeTVfeHJTUTB4eWdiWUVNMkgzLUh0STljb18xcktjaEhJdkZQdEZaSHJJdnAyQzZ2NkNfcWdqVmlVUzhnWFhyT0YtaHpneDM3WElLRS1CRmRkSEczLUJKbmR1Q3RnT1B6VzlhNVhmMUhlR18zQkpfbTl2QTJnSnVJbFdndGpMRy1CdktWT182RUE?oc=5
MEDIUM,reports disagree on the casualty count,killed reported as 1/8,2026-07-12,old structure collapse,Pune,8,,"Pune Building Collapse Death Count Rises To 8, 1 Missing Under Garbage Dump - NDTV",https://news.google.com/rss/articles/CBMitgFBVV95cUxNX1p6R0dYRHZoUFJVUnBwRUtmcVh3djF5amZvd2N6YVI4bXBzNjVKU3JrT2M2QXZXeG53eElFRS1QNmJ0ZnhCMVhfOHl5VjBaV1NOTHpEYnBrTmNLaUhHSkUyOEVQdjVFSEJPM0RKVGpOVkpQMExwMEF0VE5wdFgwX2FEanBxNXBOUFNoeFNCenZNeUl2dWhoNUpUal9LT01IeHFzSmpTVmxJTWZSczZ4cDNJdXh5Z9IBvgFBVV95cUxQVVZvQmQzNHZYVzd0dXN2bUtZSGVUTi1udGRyQzFQa2lUcXhBOGxZakxOZFlmWE9YaVBFRWFnUTRYYm1NRE40d0Q1el9kNGlOTEVkcjEtNi1EeGwwdFhiM3dpRGI5UGpsLURNeEljbm1kUHJ2aGRXS05vQ21mZXRheWZjOG0wRmJJTGdKVEN4UnhkakFMZV9hZkdlc3hyWEVXQkwxeE1BSTVLX3ExRWZmWWVDWWZSTVJiV1Vta3Vn?oc=5
MEDIUM,no place identified despite a significant toll,,2026-07-12,roadway,Not identified,3,,Virudhunagar: Jeep hits road barricade in accident - 3 killed - Daily Thanthi,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPUFJLV0N6bU5xQkFDVEhGZktMdFZsRDBLakg5b2tKZ0p3RzRSbXpzM2x3WDc3QVg4RVR6U3d2WkVDa3l6a1p2bElfLUFycVo2aDB4XzRsVWRuVWhxR2pfM2RtNFk4MU43V2xqY3pXVGtXNllYZ2FobXlNWFU5T095U05XZDh1NHkz0gGWAUFVX3lxTE5PNkkxNE5fMnVLOS1xNm8zZ2hKaGFpYlc1RDBtRm1VbF9FaFE1SVAtaGdsRU5XRFc0SmgtVnF5MGY5MFRlTmdHMkItTVpOam81bi1pU3F0cjY3UEkwRjdlX1dQay1CRmRNVC0xdTdtRWFuTWZfODZNNVVlSHNNWkQwbUl0QmpIZjdwRUF3NXVLQTRmTDViUQ?oc=5
MEDIUM,no place identified despite a significant toll,,2026-07-13,others,Not identified,6,,Just six days after the wedding; Bride dies in horrific accident on way home - ETV Bharat,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNMDJhSHdna1NxTE5wdmlJOFI2T2VIYzZ0bGNnQlA0Z09WbzhrdS0ydE1TNDZNVi1FZVd2MXNzdnF2MXd3WElvRXlweUdkWEpsYkRlb2MtY1EtWW83a3ZtZjVENktSVENNa0dYck5IRGFvMDNIRkxqajUyY1BwOVZwOERwMW44ZTU2V0tBS0hhX1hxZm5KWUhQSFhfR0VsQWE0WmdiY2piakpxUlkybDRRcURVTXdQckdBdVR2U2NRdDBkUdIBxwFBVV95cUxONlYtbERySGVaSHA5NTEtaGRjN2h5VjU2RXJpTlE0OXFiS0FJYURTbXZHMWNiWEUwamJwc0FRdGk1NGttMlRiZVR4S2Vyc1RZU0VzSjdaOGI4YVhPT19HS1JoWFlGSmFsaS1EVXZDb3RndFp0QVo5QldrQ21oSFpPaGxpV3dtOWs4LUlBelhqZF9MX0x5LWFsMDFLTllBeWpfMEN0OGhQeEg3bFZLYmZsdDE5bHZXTHJiZGVsZHVGX2lsSE9aLU5n?oc=5
